school,total_enrollment,year,asian,black,hispanic,white,other,poverty
The 47 American Sign Language & English Lower Scho,214,2013-14,5,43,95,64,7,146
The 47 American Sign Language & English Lower Scho,196,2014-15,6,45,96,42,7,137
The 47 American Sign Language & English Lower Scho,189,2015-16,7,42,87,44,9,127
The 47 American Sign Language & English Lower Scho,195,2016-17,5,42,89,44,15,125
The 47 American Sign Language & English Lower Scho,197,2017-18,6,39,85,50,17,122
Gramercy Arts High School,548,2013-14,16,246,240,32,14,393
Gramercy Arts High School,530,2014-15,20,227,234,28,21,385
Gramercy Arts High School,523,2015-16,22,215,224,30,32,388
Gramercy Arts High School,534,2016-17,17,219,228,35,35,424
Gramercy Arts High School,491,2017-18,18,176,238,30,29,402
NYC iSchool,433,2013-14,44,78,181,118,12,199
NYC iSchool,442,2014-15,37,88,176,128,13,203
NYC iSchool,457,2015-16,33,87,168,142,27,194
NYC iSchool,457,2017-18,39,79,110,188,41,180
District 2 Pre-K Center,234,2015-16,40,24,42,122,6,46
District 2 Pre-K Center,346,2016-17,73,24,54,157,38,41
District 2 Pre-K Center,355,2017-18,66,21,58,180,30,37
MANHATTAN BUSINESS ACADEMY,426,2013-14,16,123,258,16,13,353
MANHATTAN BUSINESS ACADEMY,438,2014-15,15,124,272,15,12,339
MANHATTAN BUSINESS ACADEMY,423,2015-16,16,116,258,19,14,349
MANHATTAN BUSINESS ACADEMY,432,2016-17,14,107,281,18,12,371
MANHATTAN BUSINESS ACADEMY,423,2017-18,22,87,287,16,11,381
Business Of Sports School,420,2013-14,8,163,234,9,6,274
Business Of Sports School,449,2014-15,10,163,266,5,5,280
Business Of Sports School,448,2015-16,9,144,287,5,3,278
Business Of Sports School,449,2016-17,9,142,282,10,6,296
Business Of Sports School,426,2017-18,6,143,261,10,6,312
Emma Lazarus High School,221,2013-14,141,18,47,15,0,213
Emma Lazarus High School,228,2014-15,146,22,43,14,3,221
Emma Lazarus High School,266,2015-16,143,29,65,24,5,249
Emma Lazarus High School,309,2016-17,149,25,103,25,7,290
Emma Lazarus High School,296,2017-18,134,30,98,26,8,284
Spruce Street School,362,2013-14,56,9,44,206,47,30
Spruce Street School,430,2014-15,61,11,53,248,57,39
Spruce Street School,443,2015-16,61,12,55,258,57,49
Spruce Street School,508,2016-17,79,17,64,280,68,63
Spruce Street School,539,2017-18,85,18,75,297,64,71
The High School For Language And Diplomacy,358,2013-14,122,68,147,14,7,313
The High School For Language And Diplomacy,437,2014-15,137,89,176,24,11,375
The High School For Language And Diplomacy,443,2015-16,138,82,193,21,9,373
The High School For Language And Diplomacy,402,2016-17,118,82,171,21,10,308
The High School For Language And Diplomacy,327,2017-18,102,65,137,15,8,253
High School for Environmental Studies,1312,2013-14,224,203,777,101,7,1013
High School for Environmental Studies,1301,2014-15,196,192,817,86,10,968
High School for Environmental Studies,1259,2015-16,168,188,807,80,16,961
High School for Environmental Studies,1227,2016-17,159,203,772,78,15,975
Quest to Learn,662,2015-16,72,127,232,193,38,306
High School for Environmental Studies,1194,2017-18,145,196,756,79,18,967
Institute for Collaborative Education,468,2013-14,36,56,80,254,42,112
Institute for Collaborative Education,482,2014-15,32,70,75,272,33,91
Institute for Collaborative Education,484,2015-16,33,76,77,265,33,88
Institute for Collaborative Education,486,2016-17,33,85,83,252,33,101
Institute for Collaborative Education,492,2017-18,34,94,82,256,26,123
Professional Performing Arts High School,512,2013-14,25,124,108,242,13,173
Professional Performing Arts High School,536,2014-15,17,125,109,253,32,179
Professional Performing Arts High School,546,2015-16,26,124,110,238,48,188
Professional Performing Arts High School,544,2016-17,35,105,108,223,73,158
Professional Performing Arts High School,565,2017-18,37,120,121,241,46,206
Baruch College Campus High School,439,2013-14,257,27,65,86,4,290
Baruch College Campus High School,451,2014-15,246,28,65,106,6,269
Baruch College Campus High School,445,2015-16,221,26,57,134,7,226
Baruch College Campus High School,440,2016-17,198,20,63,149,10,190
Baruch College Campus High School,460,2017-18,180,21,61,179,19,192
N.Y.C. Lab School for Collaborative Studies,599,2013-14,171,45,96,265,22,220
N.Y.C. Lab School for Collaborative Studies,587,2014-15,162,35,91,270,29,210
N.Y.C. Lab School for Collaborative Studies,527,2015-16,128,29,81,259,30,170
N.Y.C. Lab School for Collaborative Studies,531,2016-17,113,29,78,271,40,151
N.Y.C. Lab School for Collaborative Studies,498,2017-18,98,22,66,276,36,143
School of the Future High School,715,2013-14,114,86,199,255,61,279
School of the Future High School,713,2014-15,104,74,216,255,64,269
School of the Future High School,747,2015-16,113,83,216,274,61,270
School of the Future High School,763,2016-17,119,87,213,283,61,257
School of the Future High School,750,2017-18,128,83,198,273,68,292
N.Y.C. Museum School,462,2013-14,143,58,187,62,12,349
N.Y.C. Museum School,471,2014-15,160,60,187,58,6,343
N.Y.C. Museum School,446,2015-16,151,59,169,55,12,336
N.Y.C. Museum School,454,2016-17,135,59,166,73,21,329
N.Y.C. Museum School,450,2017-18,131,61,152,85,21,299
Eleanor Roosevelt High School,531,2013-14,112,20,56,330,13,134
Eleanor Roosevelt High School,541,2014-15,109,24,59,332,17,133
Eleanor Roosevelt High School,554,2015-16,119,22,47,344,22,121
Eleanor Roosevelt High School,543,2016-17,111,22,59,344,7,117
Eleanor Roosevelt High School,541,2017-18,91,18,66,347,19,115
Millennium High School,619,2013-14,224,44,118,217,16,267
Millennium High School,659,2014-15,252,48,120,219,20,287
Millennium High School,641,2015-16,257,42,119,198,25,287
Millennium High School,659,2016-17,275,43,100,218,23,292
Millennium High School,666,2017-18,300,36,88,209,33,310
Landmark High School,396,2013-14,21,82,280,9,4,352
Landmark High School,355,2014-15,14,83,243,6,9,314
Landmark High School,370,2015-16,8,113,232,7,10,318
Landmark High School,380,2016-17,10,129,223,7,11,329
Landmark High School,348,2017-18,11,116,206,9,6,307
High School for Health Professions and Human Servi,1706,2013-14,372,377,842,103,12,1099
High School for Health Professions and Human Servi,1664,2014-15,373,314,848,121,8,1086
High School for Health Professions and Human Servi,1700,2015-16,351,308,901,126,14,1098
High School for Health Professions and Human Servi,1792,2016-17,358,303,950,145,36,1160
High School for Health Professions and Human Servi,1819,2017-18,386,292,972,137,32,1281
Quest to Learn,478,2013-14,44,69,164,176,25,201
Quest to Learn,564,2014-15,54,87,204,191,28,239
Quest to Learn,643,2016-17,71,130,260,146,36,348
Quest to Learn,586,2017-18,63,129,250,119,25,401
Leadership and Public Service High School,685,2013-14,37,185,420,29,14,540
Leadership and Public Service High School,699,2014-15,27,198,433,29,12,530
Leadership and Public Service High School,684,2015-16,35,189,421,23,16,510
Leadership and Public Service High School,608,2016-17,31,181,365,19,12,560
Leadership and Public Service High School,523,2017-18,39,144,313,19,8,425
MANHATTAN ACADEMY FOR ARTS & LANGUAGE,312,2013-14,10,19,278,5,0,280
MANHATTAN ACADEMY FOR ARTS & LANGUAGE,334,2014-15,9,16,304,5,0,285
MANHATTAN ACADEMY FOR ARTS & LANGUAGE,288,2015-16,7,11,263,7,0,268
MANHATTAN ACADEMY FOR ARTS & LANGUAGE,288,2016-17,8,11,262,7,0,272
MANHATTAN ACADEMY FOR ARTS & LANGUAGE,269,2017-18,4,10,247,8,0,245
Murray Hill Academy,305,2013-14,22,114,157,11,1,246
Murray Hill Academy,283,2014-15,19,93,155,12,4,226
Murray Hill Academy,290,2015-16,20,95,154,16,5,238
Murray Hill Academy,315,2016-17,18,98,171,20,8,251
Murray Hill Academy,317,2017-18,24,99,168,16,10,263
Hudson High School of Learning Technologies,462,2013-14,25,127,276,24,10,352
Hudson High School of Learning Technologies,483,2014-15,31,142,287,15,8,392
Hudson High School of Learning Technologies,501,2015-16,31,140,303,16,11,415
Hudson High School of Learning Technologies,483,2016-17,34,142,279,17,11,422
Hudson High School of Learning Technologies,476,2017-18,31,136,277,19,13,399
International High School at Union Square,339,2013-14,131,40,142,26,0,296
International High School at Union Square,353,2014-15,108,50,160,35,0,310
International High School at Union Square,356,2015-16,94,54,172,36,0,318
International High School at Union Square,362,2016-17,74,73,185,29,1,322
International High School at Union Square,360,2017-18,65,66,196,31,2,286
Manhattan Village Academy,414,2013-14,26,51,301,27,9,312
Manhattan Village Academy,415,2014-15,30,40,279,30,36,315
Manhattan Village Academy,441,2015-16,29,53,272,37,50,326
Manhattan Village Academy,432,2016-17,31,49,258,34,60,329
Manhattan Village Academy,456,2017-18,41,62,308,39,6,352
"Ballet Tech, NYC Public School for Dance",149,2013-14,59,40,27,19,4,92
"Ballet Tech, NYC Public School for Dance",150,2014-15,56,36,24,29,5,95
"Ballet Tech, NYC Public School for Dance",152,2015-16,55,38,24,29,6,85
"Ballet Tech, NYC Public School for Dance",150,2016-17,45,44,26,28,7,83
"Ballet Tech, NYC Public School for Dance",141,2017-18,45,27,30,31,8,75
Vanguard High School,469,2013-14,46,121,268,24,10,362
Vanguard High School,486,2014-15,36,131,280,23,16,367
Vanguard High School,461,2015-16,27,116,268,30,20,341
Vanguard High School,459,2016-17,24,116,281,20,18,350
Vanguard High School,446,2017-18,20,123,263,24,16,360
Manhattan International High School,331,2013-14,116,54,116,43,2,207
Manhattan International High School,343,2014-15,101,57,141,42,2,205
Manhattan International High School,342,2015-16,84,54,162,41,1,180
Manhattan International High School,331,2016-17,65,51,175,39,1,161
Manhattan International High School,337,2017-18,59,50,181,46,1,278
Stuyvesant High School,3292,2013-14,2409,33,77,713,60,1555
Stuyvesant High School,3296,2014-15,2417,28,85,674,92,1500
Stuyvesant High School,3327,2015-16,2443,20,88,634,142,1434
Stuyvesant High School,3365,2016-17,2507,21,82,602,153,1526
Stuyvesant High School,3336,2017-18,2451,24,92,595,174,1477
High School of Economics and Finance,767,2013-14,186,167,351,57,6,610
High School of Economics and Finance,796,2014-15,173,177,382,57,7,632
High School of Economics and Finance,761,2015-16,169,168,359,58,7,586
High School of Economics and Finance,762,2016-17,164,191,340,56,11,596
High School of Economics and Finance,738,2017-18,160,175,331,54,18,592
Unity Center for Urban Technologies,255,2013-14,24,73,141,13,4,232
Unity Center for Urban Technologies,284,2014-15,17,78,167,14,8,254
Unity Center for Urban Technologies,301,2015-16,16,80,188,11,6,265
Unity Center for Urban Technologies,261,2016-17,10,77,158,8,8,238
Unity Center for Urban Technologies,255,2017-18,10,75,151,8,11,227
Urban Assembly Gateway School for Technology,367,2013-14,25,126,191,17,8,259
Urban Assembly Gateway School for Technology,472,2014-15,37,144,253,27,11,329
Urban Assembly Gateway School for Technology,472,2015-16,51,137,243,26,15,338
Urban Assembly Gateway School for Technology,468,2016-17,47,139,245,19,18,262
Urban Assembly Gateway School for Technology,445,2017-18,37,130,235,23,20,253
Talent Unlimited High School,530,2013-14,26,184,205,101,14,315
Talent Unlimited High School,506,2014-15,25,170,202,100,9,276
Talent Unlimited High School,509,2015-16,18,175,201,95,20,276
Talent Unlimited High School,495,2016-17,20,163,202,78,32,246
Talent Unlimited High School,478,2017-18,17,147,205,68,41,264
Murry Bergtraum High School for Business Careers,1466,2013-14,144,651,620,35,16,1067
Murry Bergtraum High School for Business Careers,971,2014-15,86,448,398,28,11,708
Murry Bergtraum High School for Business Careers,598,2015-16,65,284,229,13,7,433
Murry Bergtraum High School for Business Careers,407,2016-17,36,199,157,7,8,314
Murry Bergtraum High School for Business Careers,271,2017-18,14,135,110,8,4,209
P.S. 527 - East Side School for Social Action,92,2013-14,18,2,11,55,6,17
P.S. 527 - East Side School for Social Action,157,2014-15,27,2,21,102,5,26
P.S. 527 - East Side School for Social Action,231,2015-16,35,4,45,136,11,25
P.S. 527 - East Side School for Social Action,294,2016-17,34,13,50,187,10,50
P.S. 527 - East Side School for Social Action,387,2017-18,43,15,68,216,45,62
Jacqueline Kennedy Onassis High School,709,2013-14,29,161,495,19,5,568
Jacqueline Kennedy Onassis High School,676,2014-15,27,143,475,24,7,529
Jacqueline Kennedy Onassis High School,650,2015-16,37,142,435,27,9,492
Jacqueline Kennedy Onassis High School,641,2016-17,42,147,423,21,8,473
Jacqueline Kennedy Onassis High School,567,2017-18,35,130,371,20,11,451
Repertory Company High School for Theatre Arts,236,2013-14,3,101,105,20,7,182
Repertory Company High School for Theatre Arts,246,2014-15,4,93,123,21,5,196
Repertory Company High School for Theatre Arts,247,2015-16,6,92,122,19,8,186
Repertory Company High School for Theatre Arts,246,2016-17,5,84,129,20,8,169
Repertory Company High School for Theatre Arts,242,2017-18,4,82,115,26,15,168
Union Square Academy for Health Sciences,223,2013-14,36,55,118,5,9,191
Union Square Academy for Health Sciences,319,2014-15,51,65,181,15,7,250
Union Square Academy for Health Sciences,415,2015-16,62,99,227,19,8,335
Union Square Academy for Health Sciences,406,2016-17,53,93,227,23,10,316
Union Square Academy for Health Sciences,398,2017-18,50,82,231,24,11,333
Harvest Collegiate High School,232,2013-14,14,47,127,34,10,144
Harvest Collegiate High School,333,2014-15,23,73,176,55,6,210
Harvest Collegiate High School,456,2015-16,33,106,226,81,10,269
Harvest Collegiate High School,458,2016-17,32,118,204,88,16,247
Harvest Collegiate High School,487,2017-18,31,119,224,95,18,315
Manhattan Bridges High School,552,2013-14,0,1,551,0,0,426
Manhattan Bridges High School,529,2014-15,0,0,529,0,0,396
Manhattan Bridges High School,510,2015-16,0,1,507,1,1,365
Manhattan Bridges High School,525,2016-17,1,1,520,0,3,360
Manhattan Bridges High School,517,2017-18,1,2,511,1,2,427
New Design High School,439,2013-14,24,131,265,7,12,334
New Design High School,441,2014-15,26,138,251,16,10,300
New Design High School,431,2015-16,29,138,239,12,13,294
New Design High School,407,2016-17,24,142,224,7,10,287
New Design High School,427,2017-18,28,157,226,6,10,342
Independence High School,328,2013-14,11,129,175,8,5,271
Independence High School,317,2014-15,14,126,165,6,6,277
Independence High School,314,2015-16,15,114,172,8,5,263
Independence High School,338,2016-17,9,122,176,23,8,281
Independence High School,334,2017-18,7,103,190,29,5,307
High School for Dual Language and Asian Studies,410,2013-14,372,11,21,3,3,370
High School for Dual Language and Asian Studies,416,2014-15,370,13,23,7,3,369
High School for Dual Language and Asian Studies,420,2015-16,359,17,28,10,6,373
High School for Dual Language and Asian Studies,397,2016-17,335,17,25,14,6,339
High School for Dual Language and Asian Studies,396,2017-18,341,14,18,11,12,344
Academy for Software Engineering,241,2013-14,31,76,96,22,16,171
Academy for Software Engineering,344,2014-15,37,100,158,31,18,254
Academy for Software Engineering,451,2015-16,43,118,227,43,20,325
Academy for Software Engineering,458,2016-17,42,116,235,47,18,335
Academy for Software Engineering,460,2017-18,35,105,254,48,18,317
Liberty High School Academy for Newcomers,339,2013-14,55,92,148,43,1,174
Liberty High School Academy for Newcomers,407,2014-15,46,115,203,39,4,183
Liberty High School Academy for Newcomers,427,2015-16,39,121,213,49,5,186
Liberty High School Academy for Newcomers,430,2016-17,45,103,219,61,2,178
Liberty High School Academy for Newcomers,427,2017-18,46,104,227,47,3,326
Urban Assembly New York Harbor School,439,2013-14,7,127,230,66,9,298
Urban Assembly New York Harbor School,447,2014-15,13,107,230,83,14,283
Urban Assembly New York Harbor School,422,2015-16,10,88,205,99,20,261
Urban Assembly New York Harbor School,460,2016-17,22,90,203,120,25,265
Urban Assembly New York Harbor School,534,2017-18,38,95,212,156,33,286
High School M560 - City As School,606,2013-14,26,209,265,94,12,383
High School M560 - City As School,658,2014-15,42,209,276,115,16,407
High School M560 - City As School,612,2015-16,32,205,262,98,15,356
High School M560 - City As School,616,2016-17,23,235,267,81,10,287
High School M560 - City As School,627,2017-18,29,234,264,85,15,394
Urban Academy Laboratory High School,159,2013-14,11,45,57,41,5,79
Urban Academy Laboratory High School,162,2014-15,13,51,54,41,3,75
Urban Academy Laboratory High School,159,2015-16,12,45,53,47,2,88
Urban Academy Laboratory High School,166,2016-17,11,45,60,48,2,91
Urban Academy Laboratory High School,160,2017-18,7,49,60,42,2,92
Satellite Academy High School,255,2013-14,6,89,153,5,2,225
Satellite Academy High School,266,2014-15,5,83,170,7,1,235
Satellite Academy High School,266,2015-16,2,88,171,3,2,232
Satellite Academy High School,280,2016-17,2,101,167,8,2,217
Satellite Academy High School,298,2017-18,1,114,172,8,3,222
Manhattan Comprehensive Night and Day High School,768,2013-14,170,289,272,35,2,696
Manhattan Comprehensive Night and Day High School,733,2014-15,145,261,289,34,4,646
Manhattan Comprehensive Night and Day High School,745,2015-16,175,223,294,43,10,661
Manhattan Comprehensive Night and Day High School,764,2016-17,187,229,297,42,9,646
Manhattan Comprehensive Night and Day High School,722,2017-18,164,216,289,43,10,670
Richard R. Green High School of Teaching,593,2013-14,23,212,341,12,5,501
Richard R. Green High School of Teaching,566,2014-15,34,180,332,11,9,483
Richard R. Green High School of Teaching,532,2015-16,38,166,307,12,9,437
Richard R. Green High School of Teaching,534,2016-17,37,145,317,16,19,451
Richard R. Green High School of Teaching,499,2017-18,36,125,301,13,24,418
Harvey Milk High School,75,2013-14,2,28,39,6,0,64
Harvey Milk High School,64,2014-15,0,28,32,3,1,53
Harvey Milk High School,61,2015-16,2,22,32,5,0,50
Harvey Milk High School,74,2016-17,2,22,43,6,1,60
Harvey Milk High School,64,2017-18,1,12,45,6,0,58
The High School of Fashion Industries,1732,2013-14,75,651,920,66,20,1433
The High School of Fashion Industries,1770,2014-15,87,642,954,67,20,1458
The High School of Fashion Industries,1798,2015-16,91,673,946,64,24,1484
The High School of Fashion Industries,1671,2016-17,104,610,860,71,26,1391
The High School of Fashion Industries,1590,2017-18,95,528,880,70,17,1319
Humanities Preparatory Academy,210,2013-14,8,59,120,15,8,153
Humanities Preparatory Academy,209,2014-15,8,60,114,19,8,155
Humanities Preparatory Academy,209,2015-16,12,50,118,18,11,155
Humanities Preparatory Academy,225,2016-17,14,62,121,19,9,172
Humanities Preparatory Academy,235,2017-18,17,52,144,17,5,191
Chelsea Career and Technical Education High School,443,2013-14,32,146,249,9,7,362
Chelsea Career and Technical Education High School,439,2014-15,36,126,251,15,11,386
Chelsea Career and Technical Education High School,435,2015-16,45,116,247,16,11,377
